time/date,Port 3 (VWC),Port 3 (EC),Port 3 (temp),Port 4 (VWC),Port 4 (EC),Port 4 (temp),2m Rain (in),2m Rel Hum (pct),ET (in),observed
5/27/17 3:10,0.13,0.062,74.7,0.108,0.136,75.2,0,96,0.16,0.411388342
5/27/17 3:15,0.13,0.062,74.7,0.109,0.136,75.4,0,95,0.16,0.768938407
5/27/17 3:20,0.13,0.062,74.7,0.108,0.136,75.2,0,94,0.16,0.13498568
5/27/17 3:25,0.13,0.062,74.7,0.109,0.136,75.2,0,93,0.16,0.037777599
5/27/17 3:30,0.13,0.062,74.7,0.109,0.136,75.2,0,91,0.16,0.417033449
5/27/17 3:35,0.129,0.062,74.7,0.108,0.136,75.2,0,87,0.16,0.978569239
5/27/17 3:40,0.13,0.062,74.7,0.108,0.136,75.2,0,84,0.16,0.437454964
5/27/17 3:45,0.13,0.062,74.7,0.108,0.136,75.2,0,81,0.16,0.768059149
5/27/17 3:50,0.13,0.062,74.7,0.108,0.136,75.2,0,77,0.16,0.008886491
5/27/17 3:55,0.13,0.062,74.7,0.108,0.136,75.2,0,76,0.16,0.983028588
5/27/17 4:00,0.129,0.062,74.7,0.108,0.136,75.2,0,74,0.16,0.417630574
5/27/17 4:05,0.13,0.062,74.7,0.108,0.136,75.2,0,73,0.16,0.65248506
5/27/17 4:10,0.129,0.062,74.7,0.108,0.136,75.2,0,72,0.16,0.021787944
5/27/17 4:15,0.129,0.062,74.7,0.108,0.136,75.2,0,72,0.16,0.146663529
5/27/17 4:20,0.129,0.062,74.7,0.108,0.136,75.2,0,69,0.16,0.177810417
5/27/17 4:25,0.129,0.062,74.7,0.108,0.136,75.2,0,68,0.16,0.074408603
5/27/17 4:30,0.129,0.062,74.7,0.108,0.136,75.2,0,65,0.16,0.774378014
5/27/17 4:35,0.129,0.062,74.7,0.108,0.135,75.2,0,64,0.16,0.169044666
5/27/17 4:40,0.129,0.062,74.7,0.108,0.135,75,0,63,0.16,0.12268718
5/27/17 4:45,0.129,0.062,74.7,0.108,0.135,75,0,63,0.16,0.28137888
5/27/17 4:50,0.129,0.062,74.7,0.108,0.135,75,0,61,0.16,0.454563007
5/27/17 4:55,0.129,0.062,74.7,0.108,0.135,75,0,59,0.16,0.295047913
5/27/17 5:00,0.129,0.062,74.7,0.108,0.135,75,0,59,0.16,0.9027116
5/27/17 5:05,0.129,0.062,74.7,0.108,0.135,75,0,58,0.16,0.233310459
5/27/17 5:10,0.129,0.062,74.7,0.108,0.135,75,0,55,0.16,0.012397078
5/27/17 5:15,0.129,0.062,74.7,0.108,0.135,75,0,53,0.16,0.862539856
5/27/17 5:20,0.129,0.062,74.7,0.108,0.135,75,0,53,0.16,0.704756832
5/27/17 5:25,0.129,0.062,74.7,0.108,0.135,75,0,52,0.16,0.589959927
5/27/17 5:30,0.129,0.062,74.7,0.108,0.135,75,0,51,0.16,0.045559981
5/27/17 5:35,0.129,0.061,74.7,0.108,0.135,75,0,50,0.16,0.034533586
5/27/17 5:40,0.129,0.061,74.7,0.108,0.134,75,0,46,0.16,0.780394822
5/27/17 5:45,0.129,0.061,74.7,0.108,0.134,74.8,0,48,0.16,0.177855062
5/27/17 5:50,0.129,0.062,74.7,0.108,0.134,75,0,47,0.16,0.586610736
5/27/17 5:55,0.128,0.062,74.7,0.107,0.134,75,0,46,0.16,0.679544719
5/27/17 6:00,0.129,0.062,74.7,0.108,0.134,74.8,0,45,0.16,0.915323211
5/27/17 6:05,0.129,0.062,74.7,0.107,0.134,75,0,43,0.16,0.635347863
5/27/17 6:10,0.128,0.062,74.7,0.108,0.134,75,0,45,0.16,0.134946433
5/27/17 6:15,0.128,0.062,74.7,0.108,0.134,75,0,45,0.16,0.830749226
5/27/17 6:20,0.128,0.062,74.7,0.108,0.134,74.8,0,44,0.16,0.054026537
5/27/17 6:25,0.129,0.062,74.7,0.108,0.134,75,0,45,0.16,0.210652032
5/27/17 6:30,0.129,0.062,74.7,0.108,0.135,75,0,44,0.16,0.360612156
5/27/17 6:35,0.129,0.061,74.7,0.108,0.134,75,0,45,0.16,0.246206172
5/27/17 6:40,0.128,0.062,74.7,0.108,0.134,75,0,49,0.16,0.353855764
5/27/17 6:45,0.128,0.061,74.7,0.108,0.134,74.8,0,59,0.16,0.949166033
5/27/17 6:50,0.129,0.062,74.7,0.107,0.135,74.8,0,63,0.16,0.393081931
5/27/17 6:55,0.128,0.061,74.7,0.108,0.134,74.8,0,64,0.16,0.181787881
5/27/17 7:00,0.128,0.062,74.7,0.108,0.134,74.8,0,68,0.16,0.918832255
5/27/17 7:05,0.128,0.062,74.7,0.108,0.134,74.7,0,70,0.16,0.525351221
5/27/17 7:10,0.128,0.062,74.7,0.107,0.134,74.7,0,72,0.16,0.135392104
5/27/17 7:15,0.128,0.062,74.7,0.107,0.134,74.7,0,74,0.16,0.082362661
5/27/17 7:20,0.128,0.062,74.7,0.107,0.134,74.7,0,77,0.16,0.439812702
5/27/17 7:25,0.128,0.062,74.7,0.107,0.134,74.7,0,78,0.16,0.983840172
5/27/17 7:30,0.128,0.061,74.7,0.107,0.132,74.7,0,79,0.16,0.739724128
5/27/17 7:35,0.128,0.062,74.7,0.107,0.134,74.7,0,81,0.16,0.329428424
5/27/17 7:40,0.128,0.062,74.7,0.107,0.132,74.7,0,82,0.16,0.145736309
5/27/17 7:45,0.129,0.061,74.7,0.107,0.132,74.7,0,84,0.16,0.196060938
5/27/17 7:50,0.128,0.061,74.7,0.107,0.132,74.7,0,85,0.16,0.37676812
5/27/17 7:55,0.128,0.061,74.7,0.107,0.132,74.7,0,87,0.16,0.742346058
5/27/17 8:00,0.129,0.061,74.7,0.107,0.132,74.7,0,87,0.16,0.999051445
5/27/17 8:05,0.129,0.062,74.7,0.107,0.132,74.7,0,88,0.16,0.983182272
5/27/17 8:10,0.129,0.062,74.7,0.107,0.132,74.7,0,89,0.16,0.008371532
5/27/17 8:15,0.129,0.061,74.7,0.107,0.132,74.7,0,90,0.16,0.762159952
5/27/17 8:20,0.129,0.062,74.7,0.107,0.132,74.7,0,90,0.16,0.36276802
5/27/17 8:25,0.129,0.061,74.7,0.107,0.132,74.5,0,91,0.16,0.027079089
5/27/17 8:30,0.129,0.061,74.7,0.107,0.132,74.5,0,92,0.16,0.255162196
5/27/17 8:35,0.129,0.061,74.7,0.107,0.132,74.5,0,92,0.16,0.339626452
5/27/17 8:40,0.129,0.061,74.7,0.107,0.132,74.5,0,93,0.16,0.884181626
5/27/17 8:45,0.128,0.061,74.7,0.107,0.132,74.5,0,94,0.16,0.729640942
5/27/17 8:50,0.128,0.061,74.7,0.107,0.132,74.5,0,94,0.16,0.784883696
5/27/17 8:55,0.129,0.061,74.7,0.107,0.132,74.5,0,95,0.16,0.996711003
5/27/17 9:00,0.129,0.061,74.7,0.107,0.131,74.5,0,95,0.16,0.250094478
5/27/17 9:05,0.128,0.061,74.7,0.107,0.132,74.5,0,96,0.16,0.848681383
5/27/17 9:10,0.129,0.061,74.7,0.107,0.132,74.5,0,96,0.16,0.067018646
5/27/17 9:15,0.128,0.061,74.7,0.107,0.131,74.5,0,95,0.16,0.073632433
5/27/17 9:20,0.128,0.06,74.5,0.107,0.131,74.3,0,94,0.16,0.181677218
5/27/17 9:25,0.128,0.061,74.7,0.107,0.131,74.3,0,95,0.16,0.835801787
5/27/17 9:30,0.128,0.061,74.5,0.107,0.131,74.3,0,95,0.16,0.731533831
5/27/17 9:35,0.128,0.061,74.5,0.107,0.131,74.3,0,95,0.16,0.174079727
5/27/17 9:40,0.128,0.061,74.5,0.107,0.131,74.3,0,93,0.16,0.488267896
5/27/17 9:45,0.128,0.061,74.5,0.107,0.131,74.3,0,92,0.16,0.460745198
5/27/17 9:50,0.128,0.06,74.5,0.107,0.131,74.3,0,92,0.16,0.495113339
5/27/17 9:55,0.127,0.06,74.5,0.107,0.131,74.3,0,93,0.16,0.887957412
5/27/17 10:00,0.127,0.061,74.5,0.107,0.131,74.3,0,94,0.16,0.0831906
5/27/17 10:05,0.127,0.061,74.5,0.107,0.131,74.3,0,94,0.16,0.007618349
5/27/17 10:10,0.127,0.061,74.5,0.107,0.131,74.3,0,93,0.16,0.869613898
5/27/17 10:15,0.127,0.061,74.3,0.107,0.131,74.3,0,94,0.16,0.971261827
5/27/17 10:20,0.127,0.061,74.3,0.107,0.131,74.3,0,93,0.16,0.649857103
5/27/17 10:25,0.126,0.061,74.3,0.107,0.131,74.3,0,93,0.16,0.712831558
5/27/17 10:30,0.126,0.061,74.3,0.107,0.131,74.3,0,94,0.16,0.971351836
5/27/17 10:35,0.127,0.061,74.3,0.107,0.129,74.3,0,94,0.16,0.851056644
5/27/17 10:40,0.126,0.061,74.3,0.107,0.131,74.3,0,94,0.16,0.208735225
5/27/17 10:45,0.125,0.061,74.3,0.107,0.131,74.3,0,95,0.16,0.224866588
5/27/17 10:50,0.125,0.06,74.3,0.107,0.129,74.3,0,95,0.16,0.127234552
5/27/17 10:55,0.125,0.061,74.3,0.108,0.129,74.1,0,96,0.16,0.7004883
5/27/17 11:00,0.125,0.061,74.3,0.108,0.129,74.3,0,96,0.16,0.939034107
5/27/17 11:05,0.125,0.06,74.3,0.108,0.129,74.1,0,96,0.16,0.676025754
5/27/17 11:10,0.132,0.06,74.3,0.115,0.129,74.1,0,95,0.16,0.963426033
5/27/17 11:15,0.139,0.06,74.3,0.124,0.129,74.3,0,94,0.16,0.346715493
5/27/17 11:20,0.139,0.06,74.3,0.123,0.128,74.1,0,94,0.16,0.441006977
5/27/17 11:25,0.138,0.06,74.3,0.122,0.129,74.1,0,91,0.16,0.789133031
5/27/17 11:30,0.138,0.06,74.3,0.121,0.129,74.3,0,88,0.16,0.523961611
5/27/17 11:35,0.138,0.06,74.3,0.12,0.128,74.3,0,85,0.16,0.299327948
5/27/17 11:40,0.138,0.06,74.3,0.12,0.129,74.1,0,83,0.16,0.678596841
5/27/17 11:45,0.138,0.06,74.3,0.119,0.128,74.1,0,82,0.16,0.083601461
5/27/17 11:50,0.137,0.06,74.3,0.119,0.128,74.3,0,79,0.16,0.082714211
5/27/17 11:55,0.137,0.06,74.3,0.118,0.128,74.1,0,78,0.16,0.82894719
5/27/17 12:00,0.137,0.061,74.3,0.118,0.128,74.1,0,75,0.16,0.993954049
5/27/17 12:05,0.137,0.06,74.3,0.117,0.128,74.1,0,74,0.16,0.630062236
5/27/17 12:10,0.136,0.06,74.3,0.117,0.128,74.3,0,70,0.16,0.348969186
5/27/17 12:15,0.139,0.06,74.3,0.123,0.127,74.1,0,69,0.16,0.996015442
5/27/17 12:20,0.138,0.06,74.3,0.126,0.128,74.1,0,66,0.16,0.119778438
5/27/17 12:25,0.138,0.06,74.3,0.124,0.128,74.3,0,64,0.16,0.705421665
5/27/17 12:30,0.138,0.06,74.3,0.123,0.128,74.1,0,62,0.16,0.42389075
5/27/17 12:35,0.137,0.06,74.3,0.122,0.128,74.1,0,60,0.16,0.686723231
5/27/17 12:40,0.137,0.06,74.3,0.121,0.128,74.1,0,59,0.16,0.553398616
5/27/17 12:45,0.137,0.06,74.3,0.121,0.128,74.1,0,56,0.16,0.936596089
5/27/17 12:50,0.137,0.06,74.3,0.12,0.127,74.1,0,57,0.16,0.278146703
5/27/17 12:55,0.136,0.06,74.3,0.119,0.127,74.1,0,55,0.16,0.861765525
5/27/17 13:00,0.136,0.06,74.3,0.119,0.127,74.1,0,51,0.16,0.190167626
5/27/17 13:05,0.135,0.06,74.3,0.118,0.127,74.1,0,54,0.16,0.915079324
5/27/17 13:10,0.135,0.06,74.3,0.118,0.127,74.3,0,54,0.16,0.258981576
5/27/17 13:15,0.135,0.06,74.3,0.117,0.127,74.1,0,51,0.16,0.93153613
5/27/17 13:20,0.135,0.06,74.3,0.117,0.127,74.1,0,49,0.16,0.689366971
